立案-处罚裁量,立案对象id,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,当事人意??","承办人意??,总实际金??",数据导入类型，是否是本系统生成的数据 默认0 ,地区编码,操作类型,uuid,分类分级,加载时间,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,地区编码""",数据导入类型，是否是本系统生成的数据 默认0 _1,Column1,_2
LDIR320581905831396474359808,LA320581902920717127913472,1,,“未向承包方书面告知发包项目的基本情况、安全生产要求”依据《江苏省安全生产行政处罚裁量权基准》第二部分、裁量基准，一、综合类，第二十四条“未履行《江苏省安全生产条例》第三十条第一款第二项职责的”，处罚档次应裁量为一档：责令限期改正，处5000元以??.85万元以下的罚款，对其直接负责的主管人员和其他直接责任人员??000元以??700元以下的罚款，裁量系数：主要负责人“逢查必考”中考试分数未达??0分，立即采取措施纠正、未通过安全生产标准化考评且未投保安全生产责任保险、未积极组织或支持安全生产公益活动，代入公式计算为人民币叁仟零贰拾伍元（?3025），拟对固德精工（江苏）股份有限公司直接负责主管人员钱国良作出罚款人民币叁仟零贰拾伍元（?3025）的行政处罚??3025.0000000000,320500,320581,i,9053dc03-b19a-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,
LDIR320506457194196080529408,LA320506454284876510662656,0,,,16000,320500,320506,i,4d5cf4aa-1fb4-11ec-bc7f-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506
LDIR320500607150547958501376,LA320500599539266481033216,1,,"1、“检查时企业1名员工代兵驾驶叉车运输气瓶，违反叉车操作规程和《气瓶搬运、装卸、储存和使用安全规定》（GB/T34525-2017）规定”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，纠违态度措施选择是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为3025元（叁仟零贰拾伍元），拟对其作出处罚3025元（叁仟零贰拾伍元）罚款的行政处罚??,1675.0000000000,320500""",320583,i,e78e1c85-2a19-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500857201654011793408,LA320500856132280828039168,0,,昆山市华大塑业有限公司建设项目投入生产或者使用前，安全设施未经竣工验收合格，并形成书面报告的行为，因该公司投资总额??50万，依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第五十三条应裁量为一档“投入生产或者使用前，安全设施未经竣工验收合格并形成书面报告，投资额人民??1000 万元以下的，责令限期改正，可以处 5000 元以??1.25 万元以下的罚款”，鉴于该公司通过安全生产标准化考评，但未立即采取措施纠正、未积极组织或支持安全生产公益活动、主要负责人考试未达??90 分，建议给予昆山市华大塑业有限公司人民币10625元罚款的行政处罚（S1=1.25-??.25-0.5??1/4= 1.0625万元）??10625.0000000000,320500,320583,i,73804739-484e-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,
LDIR320506459718157683134464,LA320506457936224347230208,0,,,66250,320500,320506,i,09c37656-ea45-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506
LDIR320500771002954298691584,LA320500769602446359007232,0,,"1、“生产经营场所和员工宿舍未设有符合紧急疏散需要、标志明显、保持畅通的出口、疏散通道，或者占用、锁闭、封堵生产经营场所或者员工宿舍出口、疏散通道的”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十九条应裁量为一档，纠违态度措施选择立即采取措施纠正，代入公式计算为12000元（壹万贰仟元），拟对其作出??2000元（壹万贰仟元）罚款的行政处罚??,12000.0000000000,320500""",320583,i,e0bc2cd9-8d47-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320500505414993122955264,LA320500505308211289526272,0,,参照《江苏省安全生产行政处罚自由裁量适用细则》第二部分第十一章第二百六十四条，第三部分第二条的规定，苏州健坤装饰材料有限公司的行为应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为叁仟陆佰元??3600.0000000000,320500,320509,i,aa44a3a8-a450-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,
LDIR320585413999334334402560,LA320585413986248684736512,0,,按照《江苏省安全生产行政处罚自由裁量适用细则》的规定,15000,320500,320585,i,166e0498-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585
LDIR320500428587313434464256,LA320500426662260748849152,0,,,11250,320500,320571,i,12d0d327-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320571
LDIR320500466530161756475392,LA320500460363264136581120,0,,"1??生产经营单位未在有较大危险因素的设备上设置明显的安全警示标志（电箱）""""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择对违法行为是否认识到位，带入公式计算??1250元，拟对其作出处??1250元罚款的行政处罚??2??""气瓶无防倾倒措??""依据《江苏省安全生产行政处罚自由裁量适用细则》裁量说明为处罚档次：一档：生产、经营、运输、储存、使用危险物品或者处置废弃危险物品，未建立专门安全管理制度或者未采取可靠的安全措施的；应裁量为一档：一档：责令限期改正，可以处5万元以下的罚款；逾期未改正的，责令停产停业整顿，??0万元以上15万元以下的罚款，对其直接负责的主管人员和其他直接责任人员??万元以上3.5万元以下的罚款；纠违态度措施选择对违法行为是否认识到位，带入公式计算??7500元，拟对其作出处??7500元罚款的行政处罚??",48750,320500,320509,i,8442abb7-fac5-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509
LDIR320581685871817843281920,LA320581680453751839920128,0,,"1、“生产经营单位未采取措施消除事故隐患”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为20000元（贰万元），拟对其作出处罚20000元（贰万元）罚款的行政处罚??,20000.0000000000,320500""",320581,i,c8671f0d-d49e-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500774918745226219520,LA320500773931979153346560,1,,"1、“该单位封堵生产经营场所出口：该单位加弹一车间（南）北侧中间有一处出口被纸管封堵（出口处无法通行），其直接负责的主管人员是该单位总经理陈庆奎”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十九条应裁量为二档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、积极组织或支持安全生产公益活动，代入公式计算为3000元（叁仟元），拟对其作出??000元（叁仟元）罚款的行政处罚??,3000.0000000000,320500""",320582,i,b0ed1f4f-95ec-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500450236766171959296,LA320500439748095274651648,0,,,7500,320500,320507,i,63b72591-ddb2-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507
LDIR320585745937194752937984,LA320585744486709701382144,0,,太仓市沙溪镇直塘吉德迅五金厂（经营者：万杰）临时焊工万杰（身份证号码：34242719670814371X）在焊接车间南侧焊接工位从事焊接作业，经“特种作业操作证及安全生产知识和管理能力考核合格信息查询平台”查询，万杰未持有有效期内的焊接作业操作证。该单位特种作业人员未经专门的安全作业培训并取得特种作业操作证上岗作业，参照《江苏省安全生产行政处罚自由裁量适用细则》，处罚档次为一档：使用未取得特种作业操作证的特种作业人员上岗作业，或者特种作业人员未按照规定经专门的安全作业培训并取得相应资格上岗作业，??人的，对照裁量因子立即采取措施纠正、对违法行为认识到位、法律规定应当投保安全生产责任保险以外的其他企业投保安全生产责任保险，建议给予太仓市沙溪镇直塘吉德迅五金厂（经营者：万杰）人民币壹万贰仟元罚款的行政处罚??12000.0000000000,320500,320585,i,7a3b4d67-570f-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,
LDIR320581726768499594104832,LA320581726739784789135360,0,,"1、“生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十九条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??3000元（壹万叁仟元），拟对其作出处罚13000元（壹万叁仟元）罚款的行政处罚??,13000.0000000000,320500""",320581,i,b943f636-2d69-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500437558595324743680,LA320500435083934741565440,0,,昆山弗朗迪电子有限公司使用危险化学品（洗网水、固化剂、油墨BL-P）未依照《危险化学品安全管理条例》规定对其安全生产条件定期进行安全评价，该公司从2021??月开始使用危化品（洗网水、固化剂、油墨BL-P），使用时间3个月以下，裁量幅度为一档：责令改正，处5万元以上6.5万元以下的罚款。以上违法行为，拒不改正的，责令停产停业整顿直至由原发证机关吊销其相关许可证件，并移交工商行政管理部门责令其办理经营范围变更登记或者吊销其营业执照；有关责任人员构成犯罪的，移交有关部门依法追究刑事责任??57500.0000000000,320500,320583,i,a98813ea-a450-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,
LDIR320506710812450743652352,LA320506708694822646452224,1,,"1、“生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??350元（贰仟叁佰伍拾元），拟对其作出处罚2350元（贰仟叁佰伍拾元）罚款的行政处罚??,2350.0000000000,320500""",320506,i,315fff9d-0ad7-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506,,
LDIR320500612659639711961088,LA320500612577595069829120,0,,“企业制定的安全生产事故应急预案和处置方案已包括危险化学品使用安全的相关内容，未定期组织演练”，依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第四章第八十九条应裁量为一档，纠违态度措施选择：对违法行为认识到位、立即采取措施纠正，带入公式计算??0000元（叁万元），拟对其作出处罚30000元（叁万元）罚款的行政处罚??30000.0000000000,320500,320509,i,62971f36-35e3-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,
LDIR320500449504898535395328,LA320500447036014700007424,0,,,15000,320500,320583,i,09c13661-ea45-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583
LDIR320585601072084847693824,LA320585599189350483234816,1,,"1、“你单位正在进行焊接作业的梁强胜（身份证号码620523199909172890），通过“特种作业操作证及安全生产知识和管理能力考核合格信息查询平台”查询，梁强胜未取得焊接作业特种作业证，你单位特种作业人员未经专门培训取得特种作业操作证上岗作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零九条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??4500元（贰万肆仟伍佰元），拟对其作出处罚24500元（贰万肆仟伍佰元）罚款的行政处罚??2、“你单位《特种（设备）作业人员管理制度》规定??.3日常管理??）特种（设备）作业人员必须持证上岗，严禁无证操作。”，你单位作业人员梁强胜未取得焊接作业特种作业证上岗进行焊接工作，你单位及安全员、焊接作业人员违反了安全管理规定作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??700元（叁仟柒佰元），拟对其作出处罚3700元（叁仟柒佰元）罚款的行政处罚??,2350.0000000000,320500""",320585,i,1811892a-1cbe-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,,
